"dropperid","itemid","minimum_quantity","maximum_quantity","chance","id"
3230307,1051004,1,1,700,2896
3230307,1051032,1,1,700,2897
3230307,1060058,1,1,800,2898
3230307,1072104,1,1,800,2899
3230307,1072120,1,1,800,2900
3230307,1082008,1,1,1000,2901
3230307,1082023,1,1,1000,2902
3230307,1302004,1,1,700,2903
3230307,1312005,1,1,700,2904
3230307,1332004,1,1,500,2905
3230307,1482004,1,1,500,2906
3230307,2000002,1,1,20000,2907
3230307,2000003,1,1,20000,2908
3230307,2040929,1,1,300,2909
3230307,2044110,1,1,300,2910
3230307,2060000,40,50,30000,2911
3230307,2061000,40,50,30000,2912
3230307,2070003,1,1,400,2913
3230307,2382000,1,1,8000,2914
3230307,4000003,1,1,600000,2915
3230307,4000123,1,1,600000,2916
3230307,4003004,1,1,200000,2917
3230307,4004001,1,1,10000,2918
3230307,4010001,1,1,9000,2919
3230307,4020008,1,1,9000,2920
3230307,4130010,1,1,6000,2921
3230307,4130013,1,1,6000,2922
3230307,4130014,1,1,3000,2923
3230308,0,96,144,400000,2924
3230308,1032011,1,1,700,2925
3230308,1041085,1,1,800,2926
3230308,1051033,1,1,700,2927
3230308,1061084,1,1,800,2928
3230308,1072107,1,1,800,2929
3230308,1072115,1,1,800,2930
3230308,1072120,1,1,800,2931
3230308,1082010,1,1,1000,2932
3230308,1082065,1,1,1000,2933
3230308,1082073,1,1,1000,2934
3230308,1082083,1,1,1000,2935
3230308,1092012,1,1,700,2936
3230308,1322003,1,1,700,2937
3230308,1372000,1,1,700,2938
3230308,1402006,1,1,700,2939
3230308,1422008,1,1,700,2940
3230308,1482005,1,1,500,2941
3230308,2000002,1,1,20000,2942
3230308,2000003,1,1,20000,2943
3230308,2002008,1,1,20000,2944
3230308,2040902,1,1,300,2945
3230308,2043210,1,1,300,2946
3230308,2060000,51,64,30000,2947
3230308,2061000,51,64,30000,2948
3230308,2382037,1,1,8000,2949
3230308,4000003,1,1,600000,2950
3230308,4000116,1,1,600000,2951
3230308,4003005,1,1,200000,2952
3230308,4004002,1,1,10000,2953
3230308,4010001,1,1,7000,2954
3230308,4020001,1,1,9000,2955
3230308,4020008,1,1,9000,2956
3230308,4130004,1,1,6000,2957
3230308,4130005,1,1,3000,2958
3230308,4130006,1,1,6000,2959
3230308,4130015,1,1,6000,2960
3230400,0,97,139,400000,2961
3230400,1002144,1,1,1500,2962
3230400,1040025,1,1,700,2963
3230400,1040074,1,1,800,2964
3230400,1041033,1,1,800,2965
3230400,1041049,1,1,800,2966
3230400,1041084,1,1,700,2967
3230400,1050011,1,1,700,2968
3230400,1060063,1,1,800,2969
3230400,1061045,1,1,800,2970
3230400,1061083,1,1,700,2971
3230400,1062006,1,1,800,2972
3230400,1072132,1,1,700,2973
3230400,1082053,1,1,1000,2974
3230400,1092008,1,1,700,2975
3230400,1302013,1,1,700,2976
3230400,1372000,1,1,700,2977
3230400,1402008,1,1,700,2978
3230400,1402010,1,1,700,2979
3230400,1452022,1,1,700,2980
3230400,1482020,1,1,700,2981
3230400,1492004,1,1,500,2982
3230400,2000002,1,1,20000,2983
3230400,2000003,1,1,20000,2984
3230400,2043201,1,1,750,2985
3230400,2044414,1,1,300,2986
3230400,2044901,1,1,300,2987
3230400,2044902,1,1,750,2988
3230400,2049100,1,1,150,2989
3230400,2060000,39,49,30000,2991
3230400,2061000,39,49,30000,2992
3230400,2070002,1,1,500,2993
3230400,2382001,1,1,8000,2994
3230400,4000127,1,1,600000,2995
3230400,4004004,1,1,10000,2996
3230400,4006001,1,1,10000,2997
3230400,4007002,1,1,10000,2998
3230400,4007004,1,1,10000,2999
3230400,4010001,1,1,9000,3000
3230400,4020007,1,1,9000,3001
3230400,4030009,1,1,10000,3002
3230400,4031135,1,1,100000,3003
3230400,4031140,1,1,100000,3004
3230400,4130001,1,1,6000,3005
3230400,4130008,1,1,6000,3006
3230400,4130012,1,1,3000,3007
3230400,4130013,1,1,3000,3008
3230400,4130015,1,1,6000,3009
3230405,0,96,114,400000,3010
3230405,1002177,1,1,1500,3011
3230405,1040073,1,1,800,3012
3230405,1051023,1,1,700,3013
3230405,1060062,1,1,800,3014
3230405,1072122,1,1,800,3015
3230405,1072128,1,1,800,3016
3230405,1082009,1,1,1000,3017
3230405,1082054,1,1,1000,3018
3230405,1082192,1,1,1000,3019
3230405,1302009,1,1,700,3020
3230405,1312007,1,1,700,3021
3230405,1332011,1,1,500,3022
3230405,1332031,1,1,500,3023
3230405,1372012,1,1,700,3024
3230405,2000002,1,1,20000,3025
3230405,2000003,1,1,20000,3026
3230405,2002005,1,1,20000,3027
3230405,2022040,1,1,3000,3028
3230405,2040302,1,1,300,3029
3230405,2040707,1,1,750,3030
3230405,2044410,1,1,300,3031
3230405,2060000,49,62,30000,3032
3230405,2061000,49,62,30000,3033
3230405,2382035,1,1,8000,3034
3230405,4000154,1,1,600000,3035
3230405,4010000,1,1,9000,3036
3230405,4010001,1,1,9000,3037
3230405,4020002,1,1,9000,3038
3230405,4031209,1,1,7000,3039
3230405,4130009,1,1,6000,3040
3230405,4130013,1,1,6000,3041
3230405,4131005,1,1,6000,3042
3300000,1002156,1,1,1500,3043
3300000,1002622,1,1,1500,3044
3300000,1032007,1,1,1000,3045
3300000,1040000,1,1,800,3046
3300000,1060075,1,1,800,3047
3300000,1072078,1,1,800,3048
3300000,1082046,1,1,1000,3049
3300000,1332020,1,1,500,3050
3300000,1402010,1,1,700,3051
3300000,2000002,1,1,20000,3052
3300000,2000003,1,1,20000,3053
3300000,2043216,1,1,300,3054
3300000,2043311,1,1,300,3055
3300000,2044701,1,1,300,3056
3300000,2060000,39,49,30000,3057
3300000,2061000,39,49,30000,3058
3300000,2382092,1,1,8000,3059
3300000,4000499,1,1,600000,3060
3300000,4010005,1,1,9000,3061
3300000,4020000,1,1,9000,3062
3300000,4130005,1,1,6000,3063
3300000,4130009,1,1,6000,3064
3300000,4130021,1,1,6000,3065
3300001,1002156,1,1,1500,3066
3300001,1002622,1,1,1500,3067
3300001,1032007,1,1,1000,3068
3300001,1040000,1,1,800,3069
3300001,1060075,1,1,800,3070
3300001,1072078,1,1,800,3071
3300001,1082046,1,1,1000,3072
3300001,1332020,1,1,500,3073
3300001,1402010,1,1,700,3074
3300001,2000002,1,1,20000,3075
3300001,2000003,1,1,20000,3076
3300001,2044024,1,1,300,3077
3300001,2044116,1,1,300,3078
3300001,2044701,1,1,300,3079
3300001,2060000,39,49,30000,3080
3300001,2061000,39,49,30000,3081
3300001,2382093,1,1,8000,3082
3300001,4000500,1,1,600000,3083
3300001,4000507,1,1,600000,3084
3300001,4010005,1,1,9000,3085
3300001,4010007,1,1,9000,3086
3300001,4020000,1,1,9000,3087
3300001,4130005,1,1,6000,3088
3300001,4130009,1,1,6000,3089
3300001,4130021,1,1,6000,3090
3300002,1002013,1,1,1500,3091
3300002,1040058,1,1,800,3092
3300002,1041058,1,1,800,3093
3300002,1050030,1,1,700,3094
3300002,1052107,1,1,700,3095
3300002,1060044,1,1,800,3096
3300002,1061054,1,1,800,3097
3300002,1072101,1,1,800,3098
3300002,1322014,1,1,700,3099
3300002,1462000,1,1,500,3100
3300002,2000002,1,1,20000,3101
3300002,2000003,1,1,20000,3102
3300002,2040701,1,1,300,3103
3300002,2044216,1,1,300,3104
3300002,2044316,1,1,300,3105
3300002,2060000,40,50,30000,3106
3300002,2061000,40,50,30000,3107
3300002,2382094,1,1,8000,3108
3300002,4000501,1,1,600000,3109
3300002,4004001,1,1,10000,3110
3300002,4010001,1,1,9000,3111
3300002,4020000,1,1,9000,3112
3300002,4131003,1,1,6000,3113
3300003,1002023,1,1,1500,3114
3300003,1002163,1,1,1500,3115
3300003,1002625,1,1,1500,3116
3300003,1032010,1,1,1000,3117
3300003,1040062,1,1,800,3118
3300003,1041042,1,1,800,3119
3300003,1051015,1,1,700,3120
3300003,1060051,1,1,800,3121
3300003,1061035,1,1,800,3122
3300003,1072110,1,1,800,3123
3300003,1072119,1,1,800,3124
3300003,1082063,1,1,1000,3125
3300003,1302004,1,1,700,3126
3300003,1332014,1,1,500,3127
3300003,2000002,1,1,20000,3128
3300003,2000003,1,1,20000,3129
3300003,2043711,1,1,300,3130
3300003,2044416,1,1,300,3131
3300003,2060000,41,52,30000,3132
3300003,2061000,41,52,30000,3133
3300003,2330001,1,1,500,3134
3300003,2382095,1,1,8000,3135
3300003,4000502,1,1,600000,3136
3300003,4001317,1,1,20000,3137
3300003,4020000,1,1,9000,3138
3300003,4020001,1,1,9000,3139
3300003,4130000,1,1,6000,3140
3300003,4130014,1,1,6000,3141
3300003,4130017,1,1,6000,3142
3300003,4131008,1,1,6000,3143
3300004,1002023,1,1,1500,3144
3300004,1002163,1,1,1500,3145
3300004,1002625,1,1,1500,3146
3300004,1032010,1,1,1000,3147
3300004,1040062,1,1,800,3148
3300004,1041042,1,1,800,3149
3300004,1051015,1,1,700,3150
3300004,1060051,1,1,800,3151
3300004,1061035,1,1,800,3152
3300004,1072110,1,1,800,3153
3300004,1072119,1,1,800,3154
3300004,1082063,1,1,1000,3155
3300004,1302004,1,1,700,3156
3300004,1332014,1,1,500,3157
3300004,2000002,1,1,20000,3158
3300004,2000003,1,1,20000,3159
3300004,2044611,1,1,300,3160
3300004,2044711,1,1,300,3161
3300004,2044816,1,1,300,3162
3300004,2060000,43,54,30000,3163
3300004,2061000,43,54,30000,3164
3300004,2330001,1,1,500,3165
3300004,2382096,1,1,8000,3166
3300004,4000503,1,1,600000,3167
3300004,4020000,1,1,9000,3168
3300004,4020001,1,1,9000,3169
3300004,4130000,1,1,6000,3170
3300004,4130014,1,1,6000,3171
3300004,4130017,1,1,6000,3172
3300004,4131008,1,1,6000,3173
3300005,1032013,1,1,1000,3174
3300005,1082025,1,1,1000,3175
3300005,1082064,1,1,1000,3176
3300005,1082073,1,1,1000,3177
3300005,1082074,1,1,1000,3178
3300005,1082195,1,1,1000,3179
3300005,2000001,1,1,20000,3180
3300005,2000003,1,1,20000,3181
3300005,2022570,1,1,20000,3182
3300005,2022571,1,1,20000,3183
3300005,2022572,1,1,20000,3184
3300005,2022573,1,1,20000,3185
3300005,2022574,1,1,20000,3186
3300005,2040004,1,1,300,3187
3300005,2040501,1,1,300,3188
3300005,2040504,1,1,300,3189
3300005,2040801,1,1,300,3190
3300005,2041004,1,1,300,3191
3300005,2041007,1,1,300,3192
3300005,2041045,1,1,750,3193
3300005,2043216,1,1,300,3194
3300005,2043311,1,1,300,3195
3300005,2043711,1,1,300,3196
3300005,2043801,1,1,300,3197
3300005,2043811,1,1,300,3198
3300005,2044001,1,1,300,3199
3300005,2044024,1,1,300,3200
3300005,2044116,1,1,300,3201
3300005,2044201,1,1,300,3202
3300005,2044216,1,1,300,3203
3300005,2044316,1,1,300,3204
3300005,2044416,1,1,300,3205
3300005,2044511,1,1,300,3206
3300005,2044601,1,1,300,3207
3300005,2044611,1,1,300,3208
3300005,2044711,1,1,300,3209
3300005,2044801,1,1,300,3210
3300005,2044803,1,1,750,3211
3300005,2044816,1,1,300,3212
3300005,2388067,1,1,24000,3213
3300005,4000504,1,1,600000,3214
3300006,1002098,1,1,1500,3215
3300006,1002154,1,1,1500,3216
3300006,1002170,1,1,1500,3217
3300006,1002185,1,1,1500,3218
3300006,1002628,1,1,1500,3219
3300006,1040080,1,1,800,3220
3300006,1040084,1,1,800,3221
3300006,1040085,1,1,800,3222
3300006,1041076,1,1,800,3223
3300006,1041083,1,1,800,3224
3300006,1041086,1,1,800,3225
3300006,1050039,1,1,700,3226
3300006,1051026,1,1,700,3227
3300006,1052113,1,1,700,3228
3300006,1072107,1,1,800,3229
3300006,1072117,1,1,800,3230
3300006,1072118,1,1,800,3231
3300006,1072126,1,1,800,3232
3300006,1072300,1,1,800,3233
3300006,1082025,1,1,1000,3234
3300006,1082064,1,1,1000,3235
3300006,1082073,1,1,1000,3236
3300006,1082074,1,1,1000,3237
3300006,1082195,1,1,1000,3238
3300006,2000001,1,1,20000,3239
3300006,2000003,1,1,20000,3240
3300006,2022575,1,1,20000,3241
3300006,2022576,1,1,20000,3242
3300006,2022577,1,1,20000,3243
3300006,2022578,1,1,20000,3244
3300006,2022579,1,1,20000,3245
3300006,2040402,1,1,300,3246
3300006,2040502,1,1,300,3247
3300006,2040602,1,1,300,3248
3300006,2040701,1,1,300,3249
3300006,2040801,1,1,300,3250
3300006,2040901,1,1,300,3251
3300006,2041001,1,1,300,3252
3300006,2041004,1,1,300,3253
3300006,2041010,1,1,300,3254
3300006,2041016,1,1,300,3255
3300006,2041017,1,1,300,3256
3300006,2041043,1,1,750,3257
3300006,2041045,1,1,750,3258
3300006,2043001,1,1,300,3259
3300006,2043101,1,1,300,3260
3300006,2043201,1,1,300,3261
3300006,2043216,1,1,300,3262
3300006,2043311,1,1,300,3263
3300006,2043711,1,1,300,3264
3300006,2043811,1,1,300,3265
3300006,2044002,1,1,300,3266
3300006,2044024,1,1,300,3267
3300006,2044112,1,1,300,3268
3300006,2044113,1,1,750,3269
3300006,2044116,1,1,300,3270
3300006,2044216,1,1,300,3271
3300006,2044316,1,1,300,3272
3300006,2044412,1,1,300,3273
3300006,2044413,1,1,750,3274
3300006,2044416,1,1,300,3275
3300006,2044511,1,1,300,3276
3300006,2044611,1,1,300,3277
3300006,2044711,1,1,300,3278
3300006,2044816,1,1,300,3279
3300006,2060000,45,57,30000,3280
3300006,2061000,45,57,30000,3281
3300006,2070009,1,1,500,3282
3300006,2388068,1,1,24000,3283
3300006,4000506,1,1,600000,3284
3300007,1002049,1,1,1500,3285
3300007,1002073,1,1,1500,3286
3300007,1002150,1,1,1500,3287
3300007,1002159,1,1,1500,3288
3300007,1002619,1,1,1500,3289
3300007,1040023,1,1,800,3290
3300007,1040025,1,1,700,3291
3300007,1040041,1,1,800,3292
3300007,1040050,1,1,800,3293
3300007,1041024,1,1,800,3294
3300007,1041033,1,1,800,3295
3300007,1041060,1,1,800,3296
3300007,1050025,1,1,700,3297
3300007,1051005,1,1,700,3298
3300007,1052104,1,1,700,3299
3300007,1072052,1,1,800,3300
3300007,1072069,1,1,800,3301
3300007,1072074,1,1,800,3302
3300007,1072087,1,1,800,3303
3300007,1072291,1,1,800,3304
3300007,1082001,1,1,1000,3305
3300007,1082018,1,1,1000,3306
3300007,1082028,1,1,1000,3307
3300007,1082039,1,1,1000,3308
3300007,1082186,1,1,1000,3309
3300007,2000000,1,1,20000,3310
3300007,2010009,1,1,20000,3311
3300007,2020014,1,1,20000,3312
3300007,2022580,1,1,20000,3313
3300007,2022581,1,1,20000,3314
3300007,2022582,1,1,20000,3315
3300007,2022583,1,1,20000,3316
3300007,2022584,1,1,20000,3317
3300007,2040001,1,1,300,3318
3300007,2040002,1,1,300,3319
3300007,2040301,1,1,300,3320
3300007,2040302,1,1,300,3321
3300007,2040401,1,1,300,3322
3300007,2040402,1,1,300,3323
3300007,2040418,1,1,300,3324
3300007,2040419,1,1,750,3325
3300007,2040501,1,1,300,3326
3300007,2040601,1,1,300,3327
3300007,2040928,1,1,300,3328
3300007,2040930,1,1,750,3329
3300007,2041016,1,1,300,3330
3300007,2043114,1,1,300,3331
3300007,2043116,1,1,750,3332
3300007,2043201,1,1,300,3333
3300007,2043216,1,1,300,3334
3300007,2043302,1,1,300,3335
3300007,2043311,1,1,300,3336
3300007,2043701,1,1,300,3337
3300007,2043702,1,1,300,3338
3300007,2043711,1,1,300,3339
3300007,2043801,1,1,300,3340
3300007,2043811,1,1,300,3341
3300007,2044001,1,1,300,3342
3300007,2044024,1,1,300,3343
3300007,2044116,1,1,300,3344
3300007,2044216,1,1,300,3345
3300007,2044316,1,1,300,3346
3300007,2044414,1,1,300,3347
3300007,2044416,1,1,300,3348
3300007,2044511,1,1,300,3349
3300007,2044611,1,1,300,3350
3300007,2044711,1,1,300,3351
3300007,2044801,1,1,300,3352
3300007,2044803,1,1,750,3353
3300007,2044816,1,1,300,3354
3300007,2044902,1,1,300,3355
3300007,2044904,1,1,750,3356
3300007,2060000,45,57,30000,3357
3300007,2061000,45,57,30000,3358
3300007,2070000,1,1,500,3359
3300007,2330000,1,1,500,3360
3300007,2388069,1,1,24000,3361
3300007,4000505,1,1,600000,3362
3300007,4010000,1,1,9000,3363
3300007,4020000,1,1,9000,3364
3300008,1302010,1,1,7000,3365
3300008,1312008,1,1,7000,3366
3300008,1322017,1,1,7000,3367
3300008,1332003,1,1,5000,3368
3300008,1372007,1,1,7000,3369
3300008,1382006,1,1,7000,3370
3300008,1402003,1,1,7000,3371
3300008,1412003,1,1,7000,3372
3300008,1422005,1,1,7000,3373
3300008,1432004,1,1,5000,3374
3300008,1442005,1,1,7000,3375
3300008,1452008,1,1,5000,3376
3300008,1462007,1,1,5000,3377
3300008,1472021,1,1,5000,3378
3300008,1482007,1,1,5000,3379
3300008,1492007,1,1,5000,3380
3300008,2000002,1,1,200000,3381
3300008,2000003,1,1,200000,3382
3300008,2002002,1,1,200000,3383
3300008,2002003,1,1,200000,3384
3300008,2040301,1,1,3000,3385
3300008,2040504,1,1,3000,3386
3300008,2040514,1,1,3000,3387
3300008,2040707,1,1,3000,3388
3300008,2040801,1,1,3000,3389
3300008,2040901,1,1,3000,3390
3300008,2040928,1,1,3000,3391
3300008,2040930,1,4,10000,3392
3300008,2040931,1,1,3000,3393
3300008,2040932,1,4,10000,3394
3300008,2041002,1,1,3000,3395
3300008,2041016,1,1,3000,3396
3300008,2041017,1,1,3000,3397
3300008,2041044,1,4,10000,3398
3300008,2043216,1,1,3000,3399
3300008,2043311,1,1,3000,3400
3300008,2043702,1,1,3000,3401
3300008,2043711,1,1,3000,3402
3300008,2043801,1,1,3000,3403
3300008,2043811,1,1,3000,3404
3300008,2044024,1,1,3000,3405
3300008,2044101,1,1,3000,3406
3300008,2044116,1,1,3000,3407
3300008,2044216,1,1,3000,3408
3300008,2044302,1,1,3000,3409
3300008,2044316,1,1,3000,3410
3300008,2044416,1,1,3000,3411
3300008,2044511,1,1,3000,3412
3300008,2044601,1,1,3000,3413
3300008,2044611,1,1,3000,3414
3300008,2044701,1,1,3000,3415
3300008,2044711,1,1,3000,3416
3300008,2044802,1,1,3000,3417
3300008,2044804,1,4,10000,3418
3300008,2044816,1,1,3000,3419
3300008,2044901,1,1,3000,3420
3300008,2044902,1,4,10000,3421
3300008,2060000,69,87,300000,3422
3300008,2061000,69,87,300000,3423
3300008,2388070,1,4,24000,3424
3300008,4001318,1,1,600000,3425
3300008,4010005,1,1,90000,3426
3300008,4020005,1,1,90000,3427
3400000,0,50,90,400000,3428
3400000,1002098,1,1,700,3429
3400000,1002154,1,1,700,3430
3400000,1002170,1,1,700,3431
3400000,1002185,1,1,700,3432
3400000,1002628,1,1,700,3433
3400000,1072107,1,1,700,3434
3400000,1072117,1,1,700,3435
3400000,1072118,1,1,700,3436
3400000,1072126,1,1,800,3437
3400000,1072300,1,1,700,3438
3400000,2000001,1,1,40000,3439
3400000,2000003,1,1,40000,3440
3400000,2000004,1,1,40000,3441
3400000,2000006,1,1,40000,3442
3400000,2022003,1,1,3000,3443
3400000,2040004,1,1,750,3444
3400000,2040504,1,1,750,3445
3400000,2049208,1,1,300,3446
3400000,2049210,1,1,300,3447
2230107,0,66,97,400000,24221
2110300,0,66,97,400000,24218
3400000,4000539,1,1,200000,3450
3400000,4004000,1,1,3000,3451
3400000,4020007,1,1,7000,3452
3400000,4032521,1,1,120000,3453
3400001,0,60,90,400000,3454
3400001,1002098,1,1,700,3455
3400001,1002154,1,1,700,3456
3400001,1002170,1,1,700,3457
3400001,1002185,1,1,700,3458
3400001,1002628,1,1,700,3459
3400001,1072107,1,1,700,3460
3400001,1072117,1,1,700,3461
3400001,1072118,1,1,700,3462
3400001,1072126,1,1,800,3463
3400001,1072300,1,1,700,3464
3400001,2000001,1,1,40000,3465
3400001,2000003,1,1,40000,3466
3400001,2000004,1,1,40000,3467
3400001,2000006,1,1,40000,3468
3400001,2022003,1,1,3000,3469
3400001,2040004,1,1,750,3470
3400001,2040504,1,1,750,3471
3400001,2049208,1,1,300,3472
3400001,2049210,1,1,300,3473
2230105,0,64,94,400000,24220
2100108,0,78,115,400000,24217
3400001,4000541,1,1,600000,3476
3400001,4004000,1,1,3000,3477
3400001,4020007,1,1,7000,3478
3400001,4032521,1,1,120000,3479
3400002,0,70,100,400000,3480
3400002,1002098,1,1,700,3481
3400002,1002154,1,1,700,3482
3400002,1002170,1,1,700,3483
3400002,1002185,1,1,700,3484
3400002,1002628,1,1,700,3485
3400002,1072107,1,1,700,3486
3400002,1072117,1,1,700,3487
3400002,1072118,1,1,700,3488
3400002,1072126,1,1,800,3489
3400002,1072300,1,1,700,3490
3400002,2000001,1,1,40000,3491
3400002,2000003,1,1,40000,3492
3400002,2000004,1,1,20000,3493
3400002,2000006,1,1,40000,3494
3400002,2022003,1,1,20000,3495
3400002,2040004,1,1,750,3496
3400002,2040504,1,1,750,3497
3400002,2049208,1,1,300,3498
3400002,2049210,1,1,300,3499
2110301,0,78,115,400000,24219
2100107,0,73,108,400000,24216
3400002,4000540,1,1,200000,3502
3400002,4004000,1,1,3000,3503
3400002,4020007,1,1,7000,3504
3400002,4032521,1,1,120000,3505
3400003,0,60,70,400000,3506
3400003,4032508,1,1,999999,3507
3400003,4032521,1,1,120000,3508
3400004,0,60,80,400000,3509
3400004,4000542,1,1,400000,3510
3400004,4032521,1,1,120000,3511
3400005,0,80,85,400000,3512
3400005,4032508,1,1,999999,3513
3400005,4032521,1,1,120000,3514
3400006,0,80,90,400000,3515
3400006,4000543,1,1,400000,3516
3400006,4032521,1,1,120000,3517
3400007,4032521,1,1,120000,3518
3400008,0,100,110,400000,3519
3400008,1002013,1,1,4200,3520
3400008,1002137,1,1,4200,3521
3400008,1002152,1,1,4200,3522
3400008,1040023,1,1,4200,3523
3400008,1040072,1,1,4200,3524
3400008,1060062,1,1,4200,3525
3400008,1061047,1,1,4200,3526
3400008,1072081,1,1,4200,3527
3400008,1072090,1,1,4200,3528
3400008,1082049,1,1,4200,3529
3400008,1082072,1,1,4200,3530
3400008,1302008,1,1,4200,3531
3400008,1332010,1,1,4200,3532
3400008,1332031,1,1,4200,3533
3400008,1372001,1,1,4200,3534
3400008,1382002,1,1,4200,3535
3400008,1412004,1,1,4200,3536
3400008,1422007,1,1,4200,3537
3400008,1442009,1,1,4200,3538
3400008,1482003,1,1,4200,3539
3400008,4000544,1,1,400000,3540
3400008,4032508,1,1,80000,3541
3400008,4032521,1,1,120000,3542
4000077,0,148,222,400000,3543
4110300,1002045,1,1,1500,3544
4110300,1002085,1,1,1500,3545
4110300,1002213,1,1,1500,3546
4110300,1032012,1,1,1000,3547
4110300,1040084,1,1,700,3548
4110300,1040096,1,1,800,3549
4110300,1041067,1,1,800,3550
4110300,1041076,1,1,800,3551
4110300,1050037,1,1,700,3552
4110300,1052116,1,1,700,3553
4110300,1060073,1,1,800,3554
4110300,1060085,1,1,800,3555
4110300,1061062,1,1,800,3556
4110300,1412005,1,1,700,3557
4110300,1452007,1,1,500,3558
4110300,2000002,1,1,20000,3559
4110300,2000003,1,1,20000,3560
4110300,2000004,1,1,20000,3561
4110300,2041019,1,1,300,3562
4110300,2060000,54,68,30000,3563
4110300,2061000,54,68,30000,3564
4110300,2330002,1,1,500,3565
4110300,2382057,1,1,8000,3566
4110300,4000357,1,1,600000,3567
4110300,4004004,1,1,10000,3568
4110300,4007002,1,1,10000,3569
4110300,4007004,1,1,10000,3570
4110300,4010006,1,1,9000,3571
4110300,4020007,1,1,9000,3572
4110300,4030012,1,1,10000,3573
4110300,4130002,1,1,6000,3574
4110300,4130012,1,1,6000,3575
4110300,4130013,1,1,6000,3576
4110300,4130022,1,1,3000,3577
4110301,1002085,1,1,1500,3578
4110301,1041077,1,1,800,3579
4110301,1052116,1,1,700,3580
4110301,1082010,1,1,1000,3581
4110301,1382001,1,1,700,3582
4110301,2000002,1,1,20000,3583
4110301,2000003,1,1,20000,3584
4110301,2040504,1,1,300,3585
4110301,2044002,1,1,300,3586
4110301,2044904,1,1,750,3587
4110301,2060000,58,73,30000,3588
4110301,2061000,58,73,30000,3589
4110301,2382072,1,1,8000,3590
4110301,4000358,1,1,600000,3591
4110301,4004000,1,1,10000,3592
4110301,4007000,1,1,10000,3593
4110301,4007005,1,1,10000,3594
4110301,4007006,1,1,10000,3595
4110301,4010002,1,1,9000,3596
4110301,4010004,1,1,9000,3597
4110301,4130007,1,1,6000,3598
4110301,4130012,1,1,6000,3599
4110302,0,180,270,400000,3600
4110302,1002215,1,1,1500,3601
4110302,1040089,1,1,800,3602
4110302,1050045,1,1,700,3603
4110302,1082198,1,1,1000,3604
4110302,1372007,1,1,700,3605
4110302,2000002,1,1,20000,3606
4110302,2000003,1,1,20000,3607
4110302,2040001,1,1,300,3608
4110302,2044102,1,1,300,3609
4110302,2383007,1,1,8000,3610
4110302,4000359,1,1,600000,3611
4110302,4004002,1,1,10000,3612
4110302,4006001,1,1,10000,3613
4110302,4007001,1,1,10000,3614
4110302,4007006,1,1,10000,3615
4110302,4020000,1,1,9000,3616
4110302,4020006,1,1,9000,3617
4110302,4130012,1,1,6000,3618
4130100,0,160,240,400000,3619
4130100,1002045,1,1,1500,3620
4130100,1002138,1,1,1500,3621
4130100,1040079,1,1,800,3622
4130100,1050022,1,1,700,3623
4130100,1050046,1,1,700,3624
4130100,1052113,1,1,700,3625
4130100,1060069,1,1,800,3626
4130100,1072125,1,1,800,3627
4130100,1072133,1,1,800,3628
4130100,1082064,1,1,1000,3629
4130100,1302010,1,1,700,3630
4130100,1322016,1,1,700,3631
4130100,1332016,1,1,500,3632
4130100,1382001,1,1,700,3633
4130100,1472012,1,1,700,3634
4130100,1472032,1,1,700,3635
4130100,2000002,1,1,20000,3636
4130100,2000003,1,1,20000,3637
4130100,2000004,1,1,20000,3638
4130100,2040025,1,1,300,3639
4130100,2040621,1,1,300,3640
4130100,2044014,1,1,300,3641
4130100,2044702,1,1,750,3642
4130100,2049100,1,1,150,3643
4130100,2382065,1,1,8000,3645
4130100,4000014,1,1,600000,3646
4130100,4000030,1,1,60000,3647
4130100,4006001,1,1,10000,3648
4130100,4010005,1,1,9000,3649
4130100,4020008,1,1,9000,3650
4130100,4130006,1,1,6000,3651
4130100,4130016,1,1,6000,3652
4130101,0,168,252,400000,3653
4130101,1002152,1,1,1500,3654
4130101,1002183,1,1,1500,3655
4130101,1041079,1,1,800,3656
4130101,1041081,1,1,800,3657
4130101,1041089,1,1,800,3658
4130101,1061078,1,1,800,3659
4130101,1061080,1,1,800,3660
4130101,1061088,1,1,800,3661
4130101,1072124,1,1,800,3662
4130101,1072142,1,1,800,3663
4130101,1072303,1,1,800,3664
4130101,1092004,1,1,700,3665
4130101,1322021,1,1,700,3666
4130101,1322026,1,1,700,3667
4130101,1402003,1,1,700,3668
4130101,1442016,1,1,700,3669
4130101,1442027,1,1,700,3670
4130101,1442028,1,1,700,3671
4130101,1472016,1,1,500,3672
4130101,1472030,1,1,700,3673
4130101,2000002,1,1,20000,3674
4130101,2000003,1,1,20000,3675
4130101,2000004,1,1,20000,3676
4130101,2040805,1,1,300,3677
4130101,2040923,1,1,300,3678
4130101,2041013,1,1,300,3679
4130101,2383001,1,1,8000,3680
4130101,4000045,1,1,600000,3681
4130101,4010002,1,1,9000,3682
4130101,4020001,1,1,9000,3683
4130101,4030012,1,1,10000,3684
4130101,4130003,1,1,6000,3685
4130101,4130005,1,1,6000,3686
4130101,4130009,1,1,6000,3687
4130102,0,172,258,400000,3688
4130102,1002092,1,1,1500,3689
4130102,1040080,1,1,800,3690
4130102,1040095,1,1,800,3691
4130102,1040096,1,1,700,3692
4130102,1041087,1,1,800,3693
4130102,1051027,1,1,700,3694
4130102,1060068,1,1,800,3695
